PlayerID,Date,AccelImpulse_mean_1,AccelImpulse_std_1,AccelImpulse_median_1,AccelImpulse_skew_1,Speed_mean_1,Speed_std_1,Speed_median_1,Speed_skew_1,Speed_sum_1,Count_Accel_Load_GE_1.5_SD_1,Count_Speed_GE_1.5_SD_1,AccelX_mean_1,AccelX_std_1,AccelX_1,AccelX_skew_1,AccelY_mean_1,AccelY_std_1,AccelY_1,AccelY_skew_1,AccelZ_mean_1,AccelZ_std_1,AccelZ_1,AccelZ_skew_1,AccelLoad_mean_1,AccelLoad_std_1,AccelLoad_1,AccelLoad_skew_1,Accel_3D_mean_1,Accel_3D_std_1,Accel_3D_1,Accel_3D_skew_1,AccelImpulse_mean_2,AccelImpulse_std_2,AccelImpulse_median_2,AccelImpulse_skew_2,Speed_mean_2,Speed_std_2,Speed_median_2,Speed_skew_2,Speed_sum_2,Count_Accel_Load_GE_1.5_SD_2,Count_Speed_GE_1.5_SD_2,AccelX_mean_2,AccelX_std_2,AccelX_2,AccelX_skew_2,AccelY_mean_2,AccelY_std_2,AccelY_2,AccelY_skew_2,AccelZ_mean_2,AccelZ_std_2,AccelZ_2,AccelZ_skew_2,AccelLoad_mean_2,AccelLoad_std_2,AccelLoad_2,AccelLoad_skew_2,Accel_3D_mean_2,Accel_3D_std_2,Accel_3D_2,Accel_3D_skew_2,Speed_Diff_by_Half,Accel_Load_Diff_by_Half,Accel_Impulse_Diff_by_Half,Accel_3D_Diff_by_Half,TeamPoints,TeamPointsAllowed,Duration,RPE,AcuteLoad,ChronicLoad,AcuteChronicRatio,Fatigue,Soreness,Desire,Irritability,SleepHours,SleepQuality,MonitoringScore,TrainingReadiness,Pain_No,Pain_Yes,Illness_No,Illness_Slightly Off,Illness_Yes,Menstruation_No,Menstruation_Yes,GameID_1,GameID_10,GameID_11,GameID_12,GameID_13,GameID_14,GameID_15,GameID_16,GameID_17,GameID_18,GameID_19,GameID_2,GameID_20,GameID_21,GameID_22,GameID_23,GameID_24,GameID_25,GameID_26,GameID_27,GameID_28,GameID_29,GameID_3,GameID_30,GameID_31,GameID_32,GameID_33,GameID_34,GameID_35,GameID_36,GameID_37,GameID_38,GameID_4,GameID_5,GameID_6,GameID_7,GameID_8,GameID_9,win 
1,4/13/2018,0.52797937,1.09373951,0,2.285027126,0.315391936,0.735035548,0,3.176548038,1611.3374,76,234,-0.245485173,0.168968134,-0.25,0.480219063,0.541211098,0.26789819,0.55,-0.490497042,0.803564788,0.213020469,0.8225,0.01706186,0.005484037,0.012216661,0.001938915,5.926740129,1.050646547,0.201760912,1.037850844,2.462936697,1.255300883,1.43244942,0.7777784,1.208281759,1.314069347,1.37630996,1.02500082,1.402833856,8423.184516,825,1404,-0.297232644,0.39284046,-0.34125,0.408713222,0.423315718,0.533580644,0.575,-1.287876728,0.754145476,0.39713303,0.7375,-0.276819783,0.024178025,0.043413907,0.008390798,7.825861863,1.124720763,0.40983134,1.040483286,1.480330921,-0.998677411,-0.018693988,-0.727321513,-0.074074216,29,0,18,3.5,,,,0.00472255,0.003820439,0.005089059,0.003205128,8.75,0.00349345,0.00394244,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4/13/2018,0.454512198,1.0170108,0,2.56551322,0.530721989,1.237340316,0,2.935618177,3587.680648,314,677,-0.056823964,0.237956613,-0.095,0.700375252,0.611779586,0.343921251,0.65,-1.288346451,0.760034578,0.272359077,0.79625,-3.222424379,0.009441015,0.032331227,0.001383883,16.09021741,1.068865194,0.248475173,1.042135353,4.829617198,1.201499089,1.329900767,0.7500006,1.172077747,1.354622911,1.385216724,0.92777852,1.128878527,7233.686342,600,1444,0.036359316,0.282188682,0.0425,0.013840018,0.528581461,0.495680533,0.64375,-1.100245124,0.810494616,0.347495652,0.79375,0.366465753,0.021587135,0.036030678,0.007717987,5.312802498,1.110969227,0.386518527,1.046632621,1.057595567,-0.823900921,-0.01214612,-0.746986891,-0.042104033,24,12,18,3.5,,,,0.00472255,0.003820439,0.005089059,0.003205128,8.75,0.00349345,0.00394244,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4/14/2018,0.48167408,1.006045371,0,2.412334037,0.377900616,0.800241635,0,2.52784856,2330.135197,122,423,-0.117032922,0.153442391,-0.1275,0.199761009,0.520971456,0.38641537,0.645,-1.340235842,0.843926776,0.208639635,0.83,-0.138797439,0.005602875,0.012319413,0.001761222,4.720371555,1.081507657,0.209822551,1.070001825,1.548753867,1.138596193,1.301894692,0.694445,1.300186802,1.542326602,1.608069193,1.07361197,1.136809764,6712.20537,614,1310,-0.169473709,0.374526197,-0.17625,0.063736904,0.518280676,0.467397651,0.63625,-1.299015552,0.816285329,0.439473996,0.81,-0.112322851,0.024618541,0.03811096,0.008642699,3.321696021,1.150041746,0.43914377,1.075370938,1.27456563,-1.164425986,-0.019015666,-0.656922113,-0.068534089,7,24,14,4,,,,0.003541913,0.003820439,0.006361323,0.003205128,8.25,0.002620087,0.003745318,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4/15/2018,0.461422618,1.072489736,0,2.581205706,0.292039255,0.715163812,0,3.053296122,1444.426156,100,229,-0.182909422,0.227586424,-0.20375,0.289345571,0.489450819,0.308274264,0.544375,-0.669850079,0.860263308,0.222382733,0.87,-0.366398868,0.0050289,0.015841157,0.001286566,9.495899421,1.081666911,0.198289082,1.065079956,3.50507818,1.192218608,1.332771861,0.7500006,1.28753688,1.25862506,1.395795703,0.7638895,1.549704079,7347.853101,575,1248,-0.250374272,0.368346966,-0.3125,1.463297679,0.500893499,0.417669985,0.58625,-1.50597287,0.815420521,0.37131063,0.8,0.097816233,0.019583254,0.03767502,0.005891467,12.30306748,1.132692816,0.378743059,1.073187061,1.353488676,-0.966585805,-0.014554353,-0.73079599,-0.051025905,7,33,16,4.5,,,,0.00472255,0.00286533,0.006361323,0.00400641,8.25,0.00349345,0.004139562,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4/15/2018,1.405731927,1.403474218,0.972223,1.053222354,1.674240039,1.517906558,1.30277882,1.217870678,8173.639872,748,1512,-0.122853595,0.357800961,-0.13875,0.087196097,0.67966356,0.558932876,0.7875,-0.933749358,0.675311348,0.405816737,0.66125,-0.453596696,0.02887064,0.042483876,0.013675385,3.376857348,1.157905144,0.44426101,1.092529676,1.03474485,1.251327368,1.320709145,0.833334,1.275868168,1.725345122,1.516698262,1.49722342,1.109552143,9466.968685,869,1853,-0.204321072,0.313759675,-0.215,-0.099138883,0.716513957,0.491167552,0.77875,-0.616387658,0.705394721,0.364093622,0.68875,0.262936705,0.027891718,0.041808436,0.012904109,3.049153739,1.153372482,0.441199786,1.087458333,0.906498687,-0.051105083,0.000978921,0.154404559,0.004532661,19,24,16,4.5,,,,0.00472255,0.00286533,0.006361323,0.00400641,8.25,0.00349345,0.004139562,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4/21/2018,1.268927313,1.358027851,0.8611118,1.196429043,1.48887591,1.498016811,1.13333424,1.464257993,8756.079227,690,1556,-0.135408253,0.309576701,-0.14875,1.05752874,0.9039109,0.474746651,0.94,-0.21292367,0.507818505,0.309022448,0.45875,0.249059377,0.022722871,0.037010193,0.00840782,5.005807045,1.159127156,0.407883069,1.092655166,1.107502565,0.842762172,1.294818922,0,1.61678049,0.930588105,1.484155951,0,2.132855285,4795.320503,445,924,-0.218732292,0.271347649,-0.22875,0.575372433,0.915712206,0.373695418,0.98,-1.156159081,0.476051329,0.266002588,0.42625,-1.026469391,0.015412193,0.031489064,0.002676047,4.011950045,1.138978823,0.315791371,1.096844195,1.793508866,0.558287805,0.007310678,0.42616514,0.020148333,38,14,24,4,,,,0.00472255,0.003820439,0.006361323,0.00400641,8.5,0.00349345,0.004336684,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4/21/2018,1.455426616,1.495364,0.972223,0.958904913,1.787211754,1.627161622,1.4027789,1.007051982,8928.909921,900,1909,-0.378335919,0.412518705,-0.42375,1.67248992,0.671295536,0.489854308,0.76,-0.187379658,0.342899069,0.669906199,0.52125,-1.394414494,0.029885855,0.044515704,0.014767344,6.13641686,1.160135662,0.473515558,1.080831566,2.122382927,1.238328701,1.388151249,0.7777784,1.219821737,1.4656282,1.40917631,1.17083427,0.930725924,7530.397691,683,1527,-0.362512408,0.396862494,-0.40625,1.047839579,0.688499659,0.482445844,0.76125,-0.949942797,0.615542932,0.364116165,0.6125,-0.307812821,0.025482833,0.049572451,0.008522244,8.672844859,1.146670208,0.438471933,1.07945552,1.378765743,0.321583554,0.004403022,0.217097914,0.013465454,19,21,24,4,,,,0.00472255,0.003820439,0.006361323,0.00400641,8.5,0.00349345,0.004336684,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4/21/2018,0.862001652,1.332845391,0,1.659914382,1.030399453,1.58731054,0,1.789991124,4760.445475,445,946,0.228082522,0.312463337,0.265,-1.388110138,0.946712121,0.444778929,1.01625,-0.438525973,0.320224026,0.311394526,0.28625,0.804238279,0.017175848,0.0357398,0.002925189,4.825002117,1.144992314,0.363584048,1.09442158,1.83219225,1.47343978,1.443237794,1.0555564,0.986555329,1.659264565,1.470975278,1.3055566,0.937089143,8108.825932,681,1600,0.172272611,0.323107556,0.19375,-0.082412947,0.890999079,0.551390827,0.95125,-0.603884404,0.478440761,0.314045197,0.4375,0.117388844,0.025914632,0.036927221,0.01171708,2.947230367,1.170814246,0.434334367,1.09336779,0.884125978,-0.628865112,-0.008738783,-0.611438128,-0.025821932,5,19,24,4,,,,0.00472255,0.003820439,0.006361323,0.00400641,8.5,0.00349345,0.004336684,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4/22/2018,1.311539511,1.349570803,0.9166674,1.098904575,1.888149449,1.662718742,1.58611238,0.836044932,8345.620565,826,1900,-0.1342681,0.346022461,-0.1525,0.254841518,0.561897907,0.511660157,0.66625,-1.143137862,0.792438066,0.441706464,0.76875,0.028081502,0.02983972,0.040361765,0.016417428,3.147203435,1.146989756,0.471891884,1.062588967,0.803174865,1.384916742,1.335984541,1.0000008,1.08519925,1.851897092,1.686040455,1.42777892,1.284167835,8816.882054,794,1768,-0.164613789,0.33903852,-0.1825,1.023692189,0.585503746,0.441186829,0.62625,-0.646815275,0.810240992,0.411440424,0.80125,0.20984283,0.029612324,0.043989168,0.013721191,3.684433771,1.140049891,0.453329667,1.060389816,1.102115939,0.036252357,0.000227395,-0.073377231,0.006939865,19,24,26,4,,,,0.003541913,0.003820439,0.005089059,0.002403846,7.75,0.000873362,0.00295683,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4/22/2018,1.210256152,1.282289956,0.8055562,1.334450762,1.57492311,1.587330638,1.12777868,1.534737862,8228.97325,709,1355,-0.197693301,0.343250642,-0.22625,-0.569837162,0.574469617,0.435029536,0.6275,-1.47957428,0.800030622,0.385121814,0.78875,0.383212378,0.025782108,0.050025699,0.007417985,6.992636545,1.128583447,0.436790856,1.056885903,1.834317423,1.320949501,1.277800432,0.972223,1.115398469,1.774323079,1.600307081,1.35555664,1.628699209,8798.86815,700,1675,-0.20131663,0.312710407,-0.2275,0.228487005,0.58322318,0.392326656,0.60375,-0.480337014,0.818851583,0.420395678,0.81875,-0.40684511,0.026417694,0.046238032,0.011440045,10.66907286,1.125642249,0.461001186,1.056423063,1.197839021,-0.199399969,-0.000635586,-0.110693349,0.002941198,33,14,26,4,,,,0.003541913,0.003820439,0.005089059,0.002403846,7.75,0.000873362,0.00295683,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
