PlayerID,GameID,Half,AccelImpulse_mean,AccelImpulse_std,AccelImpulse_median,AccelImpulse_skew,Speed_mean,Speed_std,Speed_median,Speed_skew,Speed_sum,AccelX_mean,AccelX_std,AccelX,AccelX_skew,AccelY_mean,AccelY_std,AccelY,AccelY_skew,AccelZ_mean,AccelZ_std,AccelZ,AccelZ_skew,AccelLoad_mean,AccelLoad_std,AccelLoad,AccelLoad_skew,Accel_3D_mean,Accel_3D_std,Accel_3D,Accel_3D_skew
1,11,1,1.4918204852747177,1.494826716524077,1.0555564,0.8609774299771384,1.912633398237367,1.7268527051098888,1.60694573,0.900190901190852,8702.48196198002,-0.273807142857142,0.375671340014748,-0.30875,0.6033445712609719,0.8548324175824186,0.5291712660963719,0.92125,-0.31488882652624545,0.5339807692307695,0.36003343209828403,0.48875,-0.5761609647840323,0.03108040971909374,0.04406712355733922,0.016232289257886612,3.656405613594729,1.1914488882884227,0.47116538490834114,1.1050491363463792,1.0018234222802087
1,11,2,1.4415051572072053,1.3977966599956513,1.0277786,1.0108730157858825,1.7383203345991034,1.5314574759348292,1.36388998,1.2135773512627939,7718.142285620019,-0.2652077702702701,0.35087011254416883,-0.295,0.1845025869849713,0.8593398085585593,0.507993087240603,0.88875,-0.7183661931550956,0.552038851351351,0.33858125282776796,0.53625,0.2764863682877358,0.02792653805211192,0.03955081932690807,0.014043884548311375,3.422595304561113,1.1866891335618217,0.44838995723271713,1.101646131447826,1.125523133934116
1,12,1,1.1004337190068398,1.2658826378035417,0.6666671999999999,1.361645707520197,1.449130725513693,1.6285741250752699,0.93333408,1.466036919179416,8462.923436999967,-0.12902761130136983,0.3367192858758809,-0.15625,0.838879021812059,0.5821748715753418,0.5705596207434399,0.744375,-1.2508661554055533,0.7292758989726007,0.3672454459495632,0.715,-0.0348025212799604,0.02326082514805418,0.04004097851067326,0.007489568884064754,4.903845745645987,1.1460637272663845,0.3842803485036984,1.084639917153738,1.1072617812415346
1,12,2,1.1301893766469349,1.2837266880989637,0.694445,1.366685837585807,1.2030088519526632,1.1655256846060258,0.9027785,0.9937006489707427,6099.254879400002,-0.14354018737672566,0.29379842091549235,-0.15375,-0.6587708002011194,0.6237825443786986,0.5079504780532282,0.75875,-1.359204092209694,0.7597877218934904,0.3338899240418013,0.72375,0.4852582517665726,0.019189613213537505,0.03273418577243133,0.006993995471335516,6.149717636838966,1.1417952065900008,0.3728816680999633,1.088973857583131,1.0321522708671216
1,13,1,0.527979370209435,1.0937395098042586,0.0,2.285027125517588,0.31539193583480113,0.7350355477815462,0.0,3.176548038376711,1611.337400179999,-0.24548517322372332,0.16896813437884736,-0.25,0.4802190634578982,0.5412110980622424,0.267898189821762,0.55,-0.4904970419557839,0.8035647876296707,0.21302046909529976,0.8225,0.017061860236582103,0.005484036559842329,0.01221666080840288,0.0019389153189917142,5.926740129285365,1.0506465466287265,0.20176091226394013,1.037850844293148,2.4629366966346558
1,13,2,1.2553008829017056,1.4324494202817915,0.7777784000000001,1.2082817592682336,1.314069347319816,1.3763099600552595,1.02500082,1.4028338555056665,8423.18451632002,-0.2972326443057726,0.39284046044291926,-0.34125,0.40871322158555295,0.4233157176287046,0.533580643930809,0.575,-1.2878767284260622,0.7541454758190328,0.3971330300576505,0.7375,-0.27681978272456226,0.02417802454656407,0.04341390735307415,0.008390798427531163,7.82586186305217,1.1247207627233453,0.409831340455295,1.0404832859561395,1.4803309206698139
1,14,1,0.4545121979289932,1.0170108004115854,0.0,2.5655132199958075,0.5307219893372787,1.2373403156081928,0.0,2.9356181770562073,3587.6806479200036,-0.05682396449704131,0.23795661283532932,-0.095,0.7003752517182656,0.6117795857988163,0.34392125070690216,0.65,-1.2883464514156049,0.7600345784023672,0.2723590767526744,0.79625,-3.2224243790122085,0.009441014622119034,0.03233122714908114,0.001383883476483186,16.090217408002218,1.06886519377994,0.24847517317864273,1.042135352893212,4.829617198384448
1,14,2,1.2014990885393206,1.329900767361773,0.7500005999999999,1.1720777467405512,1.3546229105805232,1.3852167235584423,0.92777852,1.128878526736281,7233.686342499994,0.036359316479400786,0.28218868202228264,0.0425,0.013840018270714839,0.5285814606741559,0.4956805329828497,0.64375,-1.100245124112779,0.8104946161048671,0.3474956521731058,0.79375,0.3664657532850376,0.02158713457883673,0.036030677782341036,0.007717986804524037,5.312802498263275,1.110969227117614,0.3865185269591294,1.0466326205946737,1.0575955674517872
1,15,1,0.4816740797924094,1.0060453705728487,0.0,2.4123340365302983,0.3779006158676615,0.8002416350042587,0.0,2.5278485603315617,2330.135197440001,-0.11703292247810528,0.15344239110214314,-0.1275,0.19976100880965308,0.520971456373661,0.3864153703713882,0.645,-1.3402358415292162,0.8439267758676624,0.20863963534144328,0.83,-0.1387974387558683,0.005602874949303345,0.012319413050511778,0.001761221919829339,4.720371555051488,1.0815076571749989,0.2098225506222466,1.0700018253348977,1.5487538668113972
1,15,2,1.1385961927389667,1.3018946918652934,0.694445,1.300186801513873,1.542326601507351,1.6080691927642299,1.07361197,1.136809764398043,6712.205369759991,-0.16947370940563683,0.3745261971311428,-0.17625,0.06373690367510632,0.5182806755514687,0.467397651428607,0.63625,-1.29901555217024,0.8162853285845574,0.43947399560533074,0.81,-0.11232285057691759,0.02461854066387958,0.03811096018183936,0.008642699093496287,3.3216960205776127,1.1500417462785892,0.4391437697189711,1.075370938232604,1.2745656298761272
1,16,1,0.4614226183178317,1.072489735628815,0.0,2.5812057062626357,0.29203925506267736,0.7151638121819833,0.0,3.053296122018906,1444.4261555400021,-0.18290942175495387,0.22758642439843438,-0.20375,0.28934557125991484,0.4894508188435115,0.30827426439422795,0.544375,-0.6698500793471485,0.8602633080122453,0.22238273285956311,0.87,-0.36639886821344736,0.005028900150474417,0.015841156748335583,0.0012865660924854933,9.49589942116891,1.0816669111707298,0.19828908186675848,1.065079955914762,3.505078180378352
