GameID,PlayerID,Half_1,AccelImpulse_mean_1,AccelImpulse_std_1,AccelImpulse_median_1,AccelImpulse_skew_1,Speed_mean_1,Speed_std_1,Speed_median_1,Speed_skew_1,Speed_sum_1,AccelX_mean_1,AccelX_std_1,AccelX_1,AccelX_skew_1,AccelY_mean_1,AccelY_std_1,AccelY_1,AccelY_skew_1,AccelZ_mean_1,AccelZ_std_1,AccelZ_1,AccelZ_skew_1,AccelLoad_mean_1,AccelLoad_std_1,AccelLoad_1,AccelLoad_skew_1,Accel_3D_mean_1,Accel_3D_std_1,Accel_3D_1,Accel_3D_skew_1,Half_2,AccelImpulse_mean_2,AccelImpulse_std_2,AccelImpulse_median_2,AccelImpulse_skew_2,Speed_mean_2,Speed_std_2,Speed_median_2,Speed_skew_2,Speed_sum_2,AccelX_mean_2,AccelX_std_2,AccelX_2,AccelX_skew_2,AccelY_mean_2,AccelY_std_2,AccelY_2,AccelY_skew_2,AccelZ_mean_2,AccelZ_std_2,AccelZ_2,AccelZ_skew_2,AccelLoad_mean_2,AccelLoad_std_2,AccelLoad_2,AccelLoad_skew_2,Accel_3D_mean_2,Accel_3D_std_2,Accel_3D_2,Accel_3D_skew_2,Speed_Diff_by_Half,Accel_Load_Diff_by_Half,Accel_Impulse_Diff_by_Half,Accel_3D_Diff_by_Half,Date,TeamPoints,TeamPointsAllowed,Duration,RPE,AcuteLoad,ChronicLoad,AcuteChronicRatio
1,11,1,1.3202196007608877,1.4864538657395754,0.8055561999999998,1.07663621880191,1.6448436425071307,1.6424800463967468,1.13333424,0.787245280332089,8646.943028659985,0.25235519307589915,0.3442521033968517,0.24625,0.13482096526078263,0.8566889385581145,0.5574270585587385,0.94875,-0.1891648445354123,0.5174603702999185,0.40556069554089685,0.465,-0.28723670051885125,0.03079062163245051,0.04275078900210318,0.011796085499062057,2.391731736611337,1.1989442795810803,0.4706804100655989,1.1167181269237103,1.2157176602835387,2,0.646857816955965,1.1889838404513176,0.0,2.086731733842918,0.6412565781326514,1.1408090877656267,0.0,2.1295683656945887,3509.5972521200006,0.19285161246117333,0.2442004637656565,0.19375,-0.9768287611328088,0.7803671432486752,0.3617368714925464,0.80625,-0.4045142115387121,0.6691382696875587,0.30823924389795926,0.7225,-0.8670374725956118,0.011863344152034739,0.030437420127639614,0.0027527632771736053,9.781143097328664,1.1447448175398016,0.26254378872174683,1.1158930000228517,2.631717078263337,1.0035870643744793,0.01892727748041577,0.6733617838049227,0.05419946204127868,2017-11-30,19,0,98.0,7.333333333333333,407.6,513.32,0.79
1,12,1,1.1886647431234494,1.3677700960240018,0.694445,1.2549859832780796,1.5334027231386713,1.5740384487105785,0.95555632,0.8338791809681085,8061.098115539995,0.028807383805719313,0.31146094319152073,0.00875,0.32738841083953235,0.8754801534461967,0.6245972932321958,0.96625,-0.10789279875850483,0.46684048253122873,0.3395810957513529,0.4,0.38159423197508124,0.02768068970707295,0.04116130574048282,0.009904272512050968,2.834590213873164,1.1623529518569837,0.4863603932802827,1.0919957360264736,1.2848748606788392,2,1.2129402480175286,1.3280697581913397,0.7777784000000001,1.3046083291149906,1.530088318289784,1.3557386437961498,1.28611214,0.7929553975888701,8374.173365999988,0.04484937420062115,0.3036658661031884,0.04625,-0.45191161568552124,0.887864174127537,0.599243337920451,0.95875,-0.2124996614269154,0.4704492508678966,0.33815579816902547,0.40375,0.2824416333282595,0.026691092653691406,0.04537084171280742,0.009780938301206977,6.0451389891692475,1.1579621354012875,0.48616371805322867,1.0889745750016389,1.0729147394279512,0.0033144048488873423,0.000989597053381544,-0.02427550489407926,0.004390816455696278,2017-11-30,19,0,95.0,3.3333333333333335,127.1,290.54,0.44
1,13,1,0.22253943785428923,0.7963372438975526,0.0,4.098797939502117,0.14922654763553367,0.636696863436124,0.0,5.770423299557752,784.4839609200005,-0.09932217360979005,0.12075213031310708,-0.08625,-1.2805956385006063,0.5850746623549556,0.2641351107382365,0.50625,1.390906088416699,0.825185546255784,0.21811433535516203,0.92375,-1.7109933617684419,0.003336632956311571,0.011823507434413799,0.0012071067811865485,9.779909619217852,1.0691321651715302,0.14821010326226566,1.0585787937135336,5.008065040637629,2,1.0739446640964705,1.3683486589330438,0.4722226,1.3327122049843942,1.2459919219404354,1.4821951812307654,0.7638895,1.3272143737920674,6819.313788780003,-0.1620508633290697,0.2828282723079386,-0.16375,0.9340160618048768,0.7750079937876856,0.5390129338747612,0.82875,-0.018538730869870894,0.581349465558194,0.3810444639365881,0.55,-0.41157465587312037,0.02128729942601365,0.03654305991113412,0.006877232220349488,4.215112826055455,1.1381065912526593,0.4303948590968918,1.065780963659982,1.607626285075033,-1.0967653743049017,-0.01795066646970208,-0.8514052262421813,-0.06897442608112914,2017-11-30,19,0,22.0,7.333333333333333,,,
1,17,1,0.183416966634963,0.7440366278372058,0.0,4.768698986942033,0.15216337495910218,0.6100397855739192,0.0,5.14153186435368,799.9228621600001,-0.32062789296810645,0.12975106847462956,-0.30375,-0.27066512767377454,-0.8246255785936246,0.2098575323147212,-0.8375,-0.532469668593007,0.6233167681186967,0.16008216225090954,0.64125,-1.4977911893136213,0.0027855970237883514,0.010210175844225868,0.0008749999999999997,9.985601675329264,1.109836411695641,0.16151425117582155,1.1029711294952373,3.185811771108022,2,0.6740062642791861,1.299559424188243,0.0,2.0507823279340474,0.6329024288909192,1.2316765382568375,0.0,2.220643696832879,3463.8749933200006,-0.3316266215969313,0.2031456622987265,-0.3225,-0.8522204184964853,-0.878454229855654,0.3471733546222198,-0.8625,-0.17869694549067303,0.5233356934039829,0.2504038796961516,0.57,-0.18454378581106162,0.010260181763947763,0.02555261498957473,0.0013838834764831856,4.422917245162971,1.1364331442215208,0.29754455942816443,1.1047440314389574,1.7193901633606934,-0.48073905393181704,-0.0074745847401594115,-0.4905892976442231,-0.026596732525879796,2017-11-30,19,0,102.0,6.333333333333333,295.0,308.04,0.96
1,2,1,0.2590463467757277,0.8539444041822173,0.0,3.7845572150354636,0.17554491671295416,0.7123385294491912,0.0,5.757791023715895,922.8396271600001,0.028333808889734084,0.13038445242755023,0.02375,-0.9279340779323235,0.5351474224843046,0.30281109533073364,0.57125,0.5482183407121756,0.8603867066134043,0.19603149810889214,0.875,-0.33375709294210903,0.0042868414586111825,0.014832421375279127,0.0011035533905932745,8.155801093608455,1.0632037671479635,0.2101238413269222,1.0527426976711831,5.299344334700485,2,1.122821005042935,1.399191843676602,0.5000004,1.2475439763549074,1.380510981176681,1.7638725600659257,0.61388938,1.4810600820512985,7555.536599979974,0.016561300931847264,0.29779265758303874,0.0075000000000000015,0.6574464861485382,0.6743889320299642,0.5630294095132368,0.75,-0.29437594994824334,0.7118383427736145,0.37644855972838753,0.6825,0.35321480033301156,0.028561221454551932,0.044657948725784255,0.007425162088647694,2.7670456248065145,1.1323808704761733,0.47627684096674733,1.0566434178567528,1.4788496569274328,-1.2049660644637268,-0.02427437999594075,-0.8637746582672073,-0.06917710332820981,2017-11-30,19,0,26.0,6.0,208.0,372.18,0.56
1,3,1,1.1000051071713843,1.2244997137179932,0.694445,1.4341473158202471,1.4456735932889515,1.439229551390013,1.05833418,1.3136629123131696,7599.906079920018,0.09756507196753546,0.2904787189199989,0.0925,-0.3623597981771186,0.9192563883076532,0.4628998646046633,0.97375,-0.44639071114092943,0.4399090894680112,0.3108769585856979,0.3975,0.5431709608859226,0.019541345872451824,0.0332639874125897,0.0063877804050932714,4.936385167876594,1.1294893011223521,0.4093659895586142,1.0772665060234632,1.5157287389280178,2,0.94895217723369,1.2320792278885992,0.4722226,1.6187904288570452,1.1324308143833401,1.293199046674327,0.9166674000000001,1.523058302198434,6197.7938471200205,0.09385357664900426,0.22581089705771404,0.07625,2.213728563732504,0.9484514891284501,0.4275237035104574,0.99875,-1.0381517895242596,0.38099214324867514,0.30071218904311253,0.3525,0.6455450162153236,0.014702747167640619,0.03135499928755778,0.004787711996642109,10.99118203646757,1.1171537413266832,0.36007027825130145,1.0822112778935544,1.5635879741140732,0.31324277890561136,0.0048385987048112054,0.15105292993769437,0.012335559795668916,2017-11-30,19,0,120.0,8.333333333333334,407.9,494.64,0.82
1,4,1,1.4353413296176492,1.4859159173505398,0.9444452,1.0283413999360478,1.4695227658778793,1.4914618086937468,0.98055634,1.3104581995492135,7725.281180220011,-0.039171263711876035,0.3319666016531535,-0.04375,-0.16763276447796174,0.8061066197451017,0.7212595643613804,0.95625,-0.32621216785630697,0.4867534557098466,0.331925464442922,0.4175,0.4886103485079503,0.02491022173765752,0.034403082347487304,0.010992720340029377,3.059088389897228,1.174707005184464,0.49883143748084025,1.0981675077145563,1.1710692128106663,2,0.2691599286680066,0.8688060238519884,0.0,3.5489486814139046,0.06312102822583587,0.1967245506258933,0.0,3.6166307037934655,345.4613874799997,0.002345719897679513,0.08989952879656382,-0.0025,0.1346559159293362,0.9132324593458815,0.27436523266730056,1.00625,-3.4158497045784912,0.4767485839576105,0.23147490487818237,0.41875,0.7612087673984484,0.002322142868070266,0.0030728676397887627,0.0014392481056286438,10.582554769565824,1.0929932915988347,0.059735860159477995,1.0939892595450835,2.7057130101189157,1.4064017376520435,0.022588078869587254,1.1661814009496425,0.08171371358562918,2017-11-30,19,0,103.0,6.0,236.0,381.14,0.62
1,6,1,0.26353243241392393,0.8586461034266197,0.0,3.8437796895060328,0.18866869869126893,0.6775892800825706,0.0,4.800463780881243,991.8313490200007,-0.03807114323758788,0.1472441809341045,-0.025,-0.48291706263473144,0.6538459831335991,0.3221796754668927,0.715,-0.17327234888869295,0.79737136199353,0.20785243678568957,0.8075,-0.8239996872732605,0.004103936163201252,0.012704342148588637,0.0012071067811865491,7.850891550097206,1.09713372482766,0.17239331169276328,1.0915026912472547,2.959567700877855,2,0.8273551495706176,1.294014905883661,0.0,1.6914612113080933,1.083280908039467,1.5476632379046036,0.0,1.3331701117649049,5928.796409700003,-0.022287365247579027,0.25386672776617386,-0.02375,1.0667978890633985,0.8009849488397602,0.4558651573968853,0.75125,-0.3677467529176403,0.6695844372373465,0.32243968307287024,0.7375,0.1859508772632699,0.01792252221074346,0.03166313435181345,0.0033752386769604,3.169571032498522,1.1473013100982208,0.38769068071841534,1.0960340437230953,1.1281865220122345,-0.8946122093481981,-0.013818586047542209,-0.5638227171566936,-0.050167585270560755,2017-11-30,19,0,88.0,8.333333333333334,297.3,387.71,0.77
1,7,1,1.268082725622975,1.4046746864121331,0.8055561999999998,1.1644096819543168,1.5639334685067574,1.5859329209373274,1.111112,1.0880027206860978,8221.598243940023,0.15597718914463266,0.30054213275826824,0.15,0.020450333530194514,0.7901767484623702,0.5404019492856484,0.92875,-0.6509668841836539,0.5418798744531103,0.38029653546658015,0.4425,-1.2543971145694448,0.026691266342626783,0.04222641535095853,0.009446814681373036,3.8842256952249383,1.135504694285373,0.4241348074464951,1.0782342335967634,2.040065047315124,2,1.0896226513429477,1.3424474865508564,0.5833338,1.4246864643271888,1.2008384050940948,1.4980870994539202,0.81388954,1.9191534442026488,6572.188591079981,0.1600263794993605,0.2618099487131319,0.16,0.03565850114941107,0.8048494883975869,0.49120057916195176,0.9275,-0.9238551484903421,0.5245822674949759,0.32848447039414863,0.4425,0.736170149330568,0.018371978647193067,0.0340797523179969,0.005151226005060271,3.5251179397667785,1.1189332681341522,0.3379868212426543,1.0718719023278855,1.579258649613069,0.3630950634126626,0.008319287695433716,0.1784600742800273,0.01657142615122087,2017-11-30,19,0,71.0,8.0,274.1,495.14,0.55
1,8,1,1.340165266375042,1.4529843992953857,0.8611118000000001,0.9926129630041411,1.3670793025294754,1.4390239453295972,0.95138965,1.2902009611055594,7188.102972699981,-0.08113469950551543,0.33411394207808687,-0.11375,0.16067578976946512,0.8180691327500936,0.6538005486448174,0.9575,-0.07780166635323975,0.4726138740966138,0.3787405273487093,0.38875,0.7452630506339236,0.025772478505865695,0.04055692551622012,0.009762117757479238,3.6704661026435232,1.155427058081709,0.49660940317963126,1.0842779133267977,1.462896735841617,2,0.629569217105261,1.1380256517950815,0.0,2.0580194578776587,0.7078262647660828,1.183252409749961,0.0,1.898421741837269,3873.2253208000047,-0.06648437499999979,0.17466946748977283,-0.0675,0.46792463408468693,0.7718310261330406,0.46588039569828515,0.83625,0.38245466545135876,0.5866270330774845,0.33739515633230033,0.609375,-0.11059356310450492,0.010632323227082819,0.02327541227405962,0.002188667882401181,4.304749722972211,1.0966973319052677,0.3207362731337044,1.060038324778617,1.8263979076684096,0.6592530377633926,0.015140155278782876,0.710596049269781,0.05872972617644123,2017-11-30,19,0,119.0,7.0,256.9,462.07,0.56
